XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
362.0000,2961.35,2875.08,2854.1,2805.29,2757.8,2703.26,2689.97,2656.12,2630.93,2586.96,2549.93
362.5000,2954.38,2868.03,2847.54,2798.32,2751.45,2695.98,2683.47,2649.22,2625.79,2580.12,2543.86
363.0000,2946.35,2859.41,2839.89,2789.92,2744.47,2687.71,2675.56,2642.05,2618.55,2572.81,2537.76
363.5000,2938.92,2851.13,2832.71,2782.57,2736.67,2680.5,2667.65,2634.69,2612.24,2565.41,2531.31
364.0000,2928.71,2841.35,2822.47,2773.94,2727.79,2672.24,2658.46,2625.94,2604.04,2557.13,2522.59
364.5000,2918.76,2831.84,2813.2,2764.48,2719.24,2663.99,2650.2,2617.41,2596.28,2549.16,2514.92
365.0000,2906.29,2820.38,2801.39,2752.51,2707.33,2652.43,2638.83,2607.18,2586.4,2537.74,2505.38
365.5000,2894.5,2808.93,2790.27,2741.54,2695.99,2640.93,2628.31,2596.42,2576.58,2527.3,2494.21
366.0000,2882.9,2797.79,2779.41,2730.68,2684.82,2630.08,2617.73,2585.99,2567.42,2517.71,2484.31
366.5000,2870.19,2785.61,2766.48,2718.35,2672.3,2618.23,2606.07,2574.46,2555.03,2505.83,2472.46
367.0000,2857.26,2773.99,2754.7,2706.44,2660.93,2607.15,2593.81,2563.42,2544.11,2494.76,2462.13
367.5000,2840.83,2758.63,2739.68,2691.09,2646.28,2592.87,2579.23,2548.95,2530.55,2480.85,2447.99
368.0000,2825.52,2743.65,2725.18,2677.21,2631.91,2578.7,2565.12,2535.23,2517.01,2467.51,2435.45
368.5000,2810.71,2729.82,2710.92,2664,2618,2565.85,2551.9,2522.69,2503.56,2455.01,2423.82
369.0000,2794.66,2714.38,2694.34,2648.54,2603.61,2550.63,2536.74,2508.19,2488.97,2440.34,2409
369.5000,2778.89,2699.72,2678.83,2633.34,2588.23,2537.15,2523.08,2495.05,2475.41,2426.95,2395.57
370.0000,2761,2682.56,2661.74,2616.21,2572,2520.78,2506.91,2478.71,2459.32,2411.24,2380.12
370.5000,2744.19,2666.75,2645.2,2600.62,2557.15,2505.14,2491.02,2463.42,2444.34,2395.98,2365.61
371.0000,2722.76,2646.47,2625.39,2580.75,2537.41,2486.89,2472.92,2445.56,2426.66,2378.54,2348.4
